,Name,Platform,Year,Genre,Publisher,Na Sales,Eu Sales,Jp Sales,Other Sales,Global Sales,Console Type,Console Manufacturer,Console Released,Console Discontinued,Consoles Sold
2700,Star Ocean: The Last Hope International,PlayStation 3,2010,Role-Playing,Square Enix,280000.0,160000.0,220000.0,80000.0,0.73,Home,Sony,2006,2017,87400000.0
2701,The Sims 2: Castaway,Nintendo DS,2007,Simulation,Electronic Arts,630000.0,50000.0,0.0,60000.0,0.73,Handheld,Nintendo,2004,2013,154020000.0
2702,FIFA: Road to World Cup 98,PlayStation,1997,Sports,Electronic Arts,140000.0,90000.0,460000.0,50000.0,0.73,Home,Sony,1994,2006,102490000.0
2703,Dragon Ball Z: Ultime Menace,SNES/Super Famicom,1993,Fighting,Namco Bandai Games,0.0,0.0,730000.0,0.0,0.73,Home,Nintendo,1990,2003,49100000.0
2704,Classic NES Series: Donkey Kong,Game Boy Advance,2004,Platform,Nintendo,400000.0,150000.0,170000.0,10000.0,0.73,Handheld,Nintendo,2001,2010,81510000.0
2705,Yoshi,Game Boy,1991,Puzzle,Nintendo,0.0,0.0,730000.0,0.0,0.73,Handheld,Nintendo,1989,2003,64420000.0
2706,Mortal Kombat 4,Nintendo 64,1998,Fighting,GT Interactive,550000.0,170000.0,0.0,10000.0,0.73,Home,Nintendo,1996,2002,32930000.0
2707,F1 2011,Xbox 360,2011,Racing,Codemasters,110000.0,510000.0,10000.0,90000.0,0.73,Home,Microsoft,2005,2016,84000000.0
2708,Madden NFL 10,Wii,2009,Sports,Electronic Arts,630000.0,40000.0,0.0,60000.0,0.73,Home,Nintendo,2006,2013,101630000.0
2709,Kirby: Canvas Curse,Nintendo DS,2005,Platform,Nintendo,370000.0,0.0,320000.0,40000.0,0.73,Handheld,Nintendo,2004,2013,154020000.0
2710,Croc 2,PlayStation,1999,Platform,Fox Interactive,410000.0,280000.0,0.0,50000.0,0.73,Home,Sony,1994,2006,102490000.0
2711,Practise English!,Nintendo DS,2007,Misc,Nintendo,0.0,0.0,730000.0,0.0,0.73,Handheld,Nintendo,2004,2013,154020000.0
2712,Oddworld: Munch's Oddysee,Xbox,2001,Platform,Atari,540000.0,160000.0,0.0,30000.0,0.73,Home,Microsoft,2001,2009,24000000.0
2713,Berzerk,Atari 2600,1981,Shooter,Atari,680000.0,40000.0,0.0,10000.0,0.73,Home,Atari,1977,1992,30000000.0
2714,NHL 11,Xbox 360,2010,Sports,Electronic Arts,610000.0,70000.0,0.0,50000.0,0.73,Home,Microsoft,2005,2016,84000000.0
2715,iCarly,Nintendo DS,2009,Adventure,Activision,670000.0,10000.0,0.0,50000.0,0.73,Handheld,Nintendo,2004,2013,154020000.0
2716,DiRT 3,Xbox 360,2011,Racing,Codemasters,230000.0,410000.0,10000.0,80000.0,0.73,Home,Microsoft,2005,2016,84000000.0
2717,NCAA Football 07,Xbox 360,2006,Sports,Electronic Arts,670000.0,0.0,0.0,60000.0,0.73,Home,Microsoft,2005,2016,84000000.0
2718,Just Dance Wii,Wii,2011,Misc,Nintendo,0.0,0.0,730000.0,0.0,0.73,Home,Nintendo,2006,2013,101630000.0
2719,Full Spectrum Warrior,Xbox,2004,Strategy,THQ,540000.0,160000.0,0.0,30000.0,0.73,Home,Microsoft,2001,2009,24000000.0
2720,Katamari Damacy,PlayStation 2,2004,Puzzle,Namco Bandai Games,470000.0,20000.0,170000.0,80000.0,0.73,Home,Sony,2000,2013,155000000.0
2721,Beyblade VForce: Ultimate Blader Jam,Game Boy Advance,2003,Action,Atari,520000.0,190000.0,0.0,10000.0,0.73,Handheld,Nintendo,2001,2010,81510000.0
2722,Ratchet & Clank Collection,PlayStation 3,2012,Action,Sony Computer Entertainment,470000.0,140000.0,20000.0,90000.0,0.73,Home,Sony,2006,2017,87400000.0
2723,Avatar: The Game,Wii,2009,Action,Ubisoft,330000.0,320000.0,0.0,80000.0,0.73,Home,Nintendo,2006,2013,101630000.0
2724,Shaun Palmer's Pro Snowboarder,PlayStation 2,2001,Sports,Codemasters,360000.0,280000.0,0.0,90000.0,0.73,Home,Sony,2000,2013,155000000.0
2725,MX vs. ATV Reflex,Xbox 360,2009,Racing,THQ,520000.0,150000.0,0.0,60000.0,0.73,Home,Microsoft,2005,2016,84000000.0
2726,Imagine: Interior Designer,Nintendo DS,2008,Simulation,Ubisoft,340000.0,310000.0,0.0,80000.0,0.73,Handheld,Nintendo,2004,2013,154020000.0
2727,SSX,Xbox 360,2012,Sports,Electronic Arts,380000.0,280000.0,0.0,60000.0,0.72,Home,Microsoft,2005,2016,84000000.0
2728,Style Savvy: Trendsetters,Nintendo 3DS,2012,Simulation,Nintendo,160000.0,20000.0,530000.0,10000.0,0.72,Handheld,Nintendo,2011,2020,75940000.0
2729,James Bond 007: Agent Under Fire,GameCube,2002,Shooter,Electronic Arts,560000.0,150000.0,0.0,20000.0,0.72,Home,Nintendo,2001,2007,21740000.0
2730,Rabbids Go Home,Nintendo DS,2009,Platform,Ubisoft,350000.0,300000.0,0.0,70000.0,0.72,Handheld,Nintendo,2004,2013,154020000.0
2731,Star Wars Episode III: Revenge of the Sith,Game Boy Advance,2005,Action,Ubisoft,520000.0,190000.0,0.0,10000.0,0.72,Handheld,Nintendo,2001,2010,81510000.0
2732,Ultimate Spider-Man,PlayStation 2,2005,Action,Activision,600000.0,20000.0,0.0,100000.0,0.72,Home,Sony,2000,2013,155000000.0
2733,FIFA Soccer 13,Wii,2012,Action,Electronic Arts,190000.0,460000.0,0.0,80000.0,0.72,Home,Nintendo,2006,2013,101630000.0
2734,God Eater,PlayStation Portable,2010,Action,Unknown,0.0,0.0,720000.0,0.0,0.72,Handheld,Sony,2004,2014,82000000.0
2735,Final Fantasy XIV: A Realm Reborn,PlayStation 4,2014,Role-Playing,Square Enix,320000.0,220000.0,80000.0,100000.0,0.72,Home,Sony,2013,0,117200000.0
2736,SD Gundam G Generation,PlayStation,1998,Strategy,Namco Bandai Games,0.0,0.0,670000.0,50000.0,0.72,Home,Sony,1994,2006,102490000.0
2737,Area 51,PlayStation,1996,Shooter,GT Interactive,400000.0,270000.0,0.0,50000.0,0.72,Home,Sony,1994,2006,102490000.0
2738,NBA Live 08,PlayStation 2,2007,Sports,Electronic Arts,590000.0,20000.0,10000.0,100000.0,0.72,Home,Sony,2000,2013,155000000.0
2739,Dead to Rights,Xbox,2002,Shooter,Electronic Arts,530000.0,170000.0,0.0,30000.0,0.72,Home,Microsoft,2001,2009,24000000.0
2740,Tiger Woods PGA Tour 07,PlayStation 2,2006,Sports,Electronic Arts,600000.0,20000.0,0.0,100000.0,0.72,Home,Sony,2000,2013,155000000.0
2741,Test Drive 6,PlayStation,1999,Racing,Atari,400000.0,270000.0,0.0,50000.0,0.72,Home,Sony,1994,2006,102490000.0
2742,Kouchuu Ouja Mushi King,Game Boy Advance,2005,Action,Sega,0.0,0.0,700000.0,20000.0,0.72,Handheld,Nintendo,2001,2010,81510000.0
2743,LEGO Harry Potter: Years 5-7,Nintendo DS,0,Action,Warner Bros. Interactive Entertainment,350000.0,300000.0,0.0,70000.0,0.72,Handheld,Nintendo,2004,2013,154020000.0
2744,Major League Baseball 2K7,Xbox 360,2007,Sports,Spike,670000.0,0.0,0.0,50000.0,0.72,Home,Microsoft,2005,2016,84000000.0
2745,X-Men: Mutant Academy 2,PlayStation,2001,Fighting,Activision,400000.0,270000.0,0.0,50000.0,0.72,Home,Sony,1994,2006,102490000.0
2746,Terraria,Xbox 360,2013,Action,505 Games,350000.0,310000.0,0.0,60000.0,0.72,Home,Microsoft,2005,2016,84000000.0
2747,Jampack Winter 2001,PlayStation 2,2001,Misc,Sony Computer Entertainment,350000.0,280000.0,0.0,90000.0,0.72,Home,Sony,2000,2013,155000000.0
2748,Kangaroo,Atari 2600,1982,Platform,Atari,670000.0,40000.0,0.0,10000.0,0.72,Home,Atari,1977,1992,30000000.0
2749,James Bond 007: Blood Stone,PlayStation 3,2010,Shooter,Activision,180000.0,380000.0,20000.0,130000.0,0.72,Home,Sony,2006,2017,87400000.0
2750,Ben 10: Protector of Earth,PlayStation Portable,2007,Action,D3Publisher,230000.0,310000.0,0.0,180000.0,0.72,Handheld,Sony,2004,2014,82000000.0
2751,Skate,Xbox 360,2007,Sports,Electronic Arts,620000.0,40000.0,0.0,60000.0,0.72,Home,Microsoft,2005,2016,84000000.0
2752,Super Monkey Ball Jr.,Game Boy Advance,2002,Puzzle,Atari,510000.0,190000.0,0.0,10000.0,0.72,Handheld,Nintendo,2001,2010,81510000.0
2753,Driver: San Francisco,Xbox 360,2011,Racing,Ubisoft,250000.0,390000.0,0.0,80000.0,0.72,Home,Microsoft,2005,2016,84000000.0
2754,MLB 09: The Show,PlayStation 3,2009,Sports,Sony Computer Entertainment,660000.0,0.0,0.0,50000.0,0.72,Home,Sony,2006,2017,87400000.0
2755,Monster Hunter Tri,Wii U,2012,Role-Playing,Nintendo,260000.0,190000.0,220000.0,40000.0,0.72,Home,Nintendo,2012,2017,13560000.0
2756,Mobile Suit Gundam: Encounters in Space,PlayStation 2,2003,Simulation,Namco Bandai Games,50000.0,40000.0,610000.0,10000.0,0.72,Home,Sony,2000,2013,155000000.0
2757,Catherine,PlayStation 3,2011,Adventure,Deep Silver,300000.0,150000.0,200000.0,70000.0,0.72,Home,Sony,2006,2017,87400000.0
2758,Fear Effect,PlayStation,1998,Action,Eidos Interactive,400000.0,270000.0,0.0,50000.0,0.72,Home,Sony,1994,2006,102490000.0
2759,FIFA Soccer 11,Nintendo DS,2010,Sports,Electronic Arts,130000.0,500000.0,0.0,90000.0,0.72,Handheld,Nintendo,2004,2013,154020000.0
2760,The Lord of the Rings: The Two Towers,Xbox,2002,Action,Electronic Arts,450000.0,240000.0,0.0,30000.0,0.71,Home,Microsoft,2001,2009,24000000.0
2761,Madden NFL 2003,Xbox,2002,Sports,Electronic Arts,670000.0,20000.0,0.0,30000.0,0.71,Home,Microsoft,2001,2009,24000000.0
2762,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,2007,Role-Playing,Square Enix,180000.0,10000.0,500000.0,20000.0,0.71,Home,Nintendo,2006,2013,101630000.0
2763,MLB 13: The Show,PlayStation 3,2013,Sports,Sony Computer Entertainment,660000.0,0.0,0.0,50000.0,0.71,Home,Sony,2006,2017,87400000.0
2764,Omerta: City of Gangsters,Xbox 360,2011,Simulation,Konami Digital Entertainment,420000.0,230000.0,0.0,60000.0,0.71,Home,Microsoft,2005,2016,84000000.0
2765,Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PlayStation 4,2015,Action,Square Enix,160000.0,130000.0,370000.0,60000.0,0.71,Home,Sony,2013,0,117200000.0
2766,Virtua Fighter 4: Evolution,PlayStation 2,2003,Fighting,Sega,350000.0,270000.0,0.0,90000.0,0.71,Home,Sony,2000,2013,155000000.0
2767,Top Spin 4,PlayStation 3,2011,Sports,Take-Two Interactive,170000.0,400000.0,0.0,140000.0,0.71,Home,Sony,2006,2017,87400000.0
2768,Resident Evil: Survivor,PlayStation,2000,Action,Eidos Interactive,230000.0,150000.0,290000.0,50000.0,0.71,Home,Sony,1994,2006,102490000.0
2769,Dynasty Warriors 6,PlayStation 3,2007,Action,Tecmo Koei,180000.0,80000.0,410000.0,40000.0,0.71,Home,Sony,2006,2017,87400000.0
2770,Super Trucks Racing,PlayStation 2,2002,Racing,Jester Interactive,350000.0,270000.0,0.0,90000.0,0.71,Home,Sony,2000,2013,155000000.0
2771,Persona Q: Shadow of the Labyrinth,Nintendo 3DS,2014,Role-Playing,Nippon Ichi Software,330000.0,70000.0,270000.0,40000.0,0.71,Handheld,Nintendo,2011,2020,75940000.0
2772,Madden NFL 08,PlayStation Portable,2007,Sports,Electronic Arts,600000.0,40000.0,0.0,70000.0,0.71,Handheld,Sony,2004,2014,82000000.0
2773,Godzilla: Destroy All Monsters Melee,GameCube,2002,Fighting,Atari,550000.0,140000.0,0.0,20000.0,0.71,Home,Nintendo,2001,2007,21740000.0
2774,Jeremy McGrath Supercross 2000,PlayStation,2000,Racing,Acclaim Entertainment,400000.0,270000.0,0.0,50000.0,0.71,Home,Sony,1994,2006,102490000.0
2775,Conker: Live And Reloaded,Xbox,2005,Adventure,Microsoft Game Studios,490000.0,200000.0,0.0,20000.0,0.71,Home,Microsoft,2001,2009,24000000.0
2776,Silent Hill 3,PlayStation 2,2003,Action,Konami Digital Entertainment,350000.0,270000.0,0.0,90000.0,0.71,Home,Sony,2000,2013,155000000.0
2777,Madden NFL 09,PlayStation Portable,2008,Sports,Electronic Arts,650000.0,0.0,0.0,60000.0,0.71,Handheld,Sony,2004,2014,82000000.0
2778,Final Fantasy X/X-2 HD Remaster,PlayStation 4,2015,Role-Playing,Square Enix,290000.0,250000.0,60000.0,110000.0,0.71,Home,Sony,2013,0,117200000.0
2779,Yu-Gi-Oh! The Falsebound Kingdom,GameCube,2002,Strategy,Konami Digital Entertainment,490000.0,130000.0,70000.0,20000.0,0.71,Home,Nintendo,2001,2007,21740000.0
2780,LEGO Rock Band,Wii,2009,Misc,Warner Bros. Interactive Entertainment,420000.0,220000.0,0.0,70000.0,0.71,Home,Nintendo,2006,2013,101630000.0
2781,MLB 10: The Show,PlayStation 3,2010,Sports,Sony Computer Entertainment,660000.0,0.0,0.0,50000.0,0.71,Home,Sony,2006,2017,87400000.0
2782,Spyro: Enter the Dragonfly,GameCube,2002,Platform,Universal Interactive,550000.0,140000.0,0.0,20000.0,0.71,Home,Nintendo,2001,2007,21740000.0
2783,Scooby-Doo 2: Monsters Unleashed,Game Boy Advance,2004,Action,THQ,510000.0,190000.0,0.0,10000.0,0.71,Handheld,Nintendo,2001,2010,81510000.0
2784,Power Rangers: Dino Thunder,PlayStation 2,2004,Action,THQ,350000.0,270000.0,0.0,90000.0,0.71,Home,Sony,2000,2013,155000000.0
2785,Rhythm Heaven: The Best+,Nintendo 3DS,2015,Misc,Nintendo,0.0,0.0,710000.0,0.0,0.71,Handheld,Nintendo,2011,2020,75940000.0
2786,LEGO Racers,Nintendo 64,1999,Racing,LEGO Media,510000.0,180000.0,0.0,10000.0,0.71,Home,Nintendo,1996,2002,32930000.0
2787,WWF Attitude,Nintendo 64,1999,Fighting,Acclaim Entertainment,570000.0,130000.0,0.0,10000.0,0.71,Home,Nintendo,1996,2002,32930000.0
2788,Blast Corps,Nintendo 64,1997,Action,Nintendo,390000.0,90000.0,170000.0,60000.0,0.71,Home,Nintendo,1996,2002,32930000.0
2789,LEGO Harry Potter: Years 1-4,PlayStation Portable,2010,Action,Warner Bros. Interactive Entertainment,140000.0,370000.0,0.0,190000.0,0.71,Handheld,Sony,2004,2014,82000000.0
2790,Tactics Ogre: Let Us Cling Together,SNES/Super Famicom,1995,Role-Playing,Quest,0.0,0.0,710000.0,0.0,0.71,Home,Nintendo,1990,2003,49100000.0
2791,"WarioWare, Inc.: Mega Party Game$",GameCube,2003,Puzzle,Nintendo,200000.0,50000.0,440000.0,20000.0,0.71,Home,Nintendo,2001,2007,21740000.0
2792,Battle Arena Toshinden 2,PlayStation,1995,Fighting,Sony Computer Entertainment,150000.0,100000.0,410000.0,50000.0,0.71,Home,Sony,1994,2006,102490000.0
2793,WWE SmackDown vs. Raw 2011,PlayStation Portable,2010,Fighting,THQ,220000.0,310000.0,0.0,170000.0,0.71,Handheld,Sony,2004,2014,82000000.0
2794,Jeopardy!,PlayStation,1997,Misc,Hasbro Interactive,390000.0,270000.0,0.0,50000.0,0.71,Home,Sony,1994,2006,102490000.0
2795,South Park,PlayStation,1998,Shooter,Acclaim Entertainment,390000.0,270000.0,0.0,50000.0,0.71,Home,Sony,1994,2006,102490000.0
2796,Metal Gear Solid V: The Phantom Pain,Xbox One,2015,Action,Konami Digital Entertainment,370000.0,260000.0,10000.0,60000.0,0.71,Home,Microsoft,2013,2020,58500000.0
2797,Two Worlds,Xbox 360,2007,Role-Playing,SouthPeak Games,410000.0,230000.0,0.0,70000.0,0.71,Home,Microsoft,2005,2016,84000000.0
2798,Doom 3: Resurrection of Evil,Xbox,2005,Shooter,Activision,530000.0,150000.0,0.0,30000.0,0.71,Home,Microsoft,2001,2009,24000000.0
2799,NCAA Football 09,Xbox 360,2008,Sports,Electronic Arts,650000.0,0.0,0.0,50000.0,0.71,Home,Microsoft,2005,2016,84000000.0
2800,NBA Live 09,Xbox 360,2008,Sports,Electronic Arts,500000.0,140000.0,0.0,70000.0,0.71,Home,Microsoft,2005,2016,84000000.0
2801,Ratchet & Clank: Into the Nexus,PlayStation 3,2013,Shooter,Sony Computer Entertainment,300000.0,290000.0,0.0,110000.0,0.71,Home,Sony,2006,2017,87400000.0
2802,Spider-Man 2,PlayStation Portable,2005,Action,Activision,350000.0,210000.0,0.0,140000.0,0.71,Handheld,Sony,2004,2014,82000000.0
2803,2014 FIFA World Cup Brazil,PlayStation 3,2014,Sports,Electronic Arts,150000.0,390000.0,10000.0,160000.0,0.71,Home,Sony,2006,2017,87400000.0
2804,London 2012: The Official Video Game of the Olympic Games,PlayStation 3,2012,Sports,Sega,60000.0,500000.0,0.0,150000.0,0.7,Home,Sony,2006,2017,87400000.0
2805,NHL 12,Xbox 360,2011,Sports,Electronic Arts,550000.0,100000.0,0.0,50000.0,0.7,Home,Microsoft,2005,2016,84000000.0
2806,Tony Hawk's Underground,GameCube,2003,Sports,Activision,540000.0,140000.0,0.0,20000.0,0.7,Home,Nintendo,2001,2007,21740000.0
2807,Infinite Undiscovery,Xbox 360,2008,Role-Playing,Square Enix,340000.0,180000.0,120000.0,60000.0,0.7,Home,Microsoft,2005,2016,84000000.0
2808,Super Bomberman 3,SNES/Super Famicom,1994,Puzzle,Hudson Soft,0.0,0.0,700000.0,0.0,0.7,Home,Nintendo,1990,2003,49100000.0
2809,Command & Conquer: Red Alert Retaliation,PlayStation,1998,Strategy,Virgin Interactive,390000.0,270000.0,0.0,50000.0,0.7,Home,Sony,1994,2006,102490000.0
2810,The Sims 2: Apartment Pets,Nintendo DS,2008,Simulation,Electronic Arts,320000.0,310000.0,0.0,70000.0,0.7,Handheld,Nintendo,2004,2013,154020000.0
2811,Star Wars: Obi-Wan,Xbox,2001,Action,Activision,520000.0,160000.0,0.0,20000.0,0.7,Home,Microsoft,2001,2009,24000000.0
2812,NCAA Football 08,Xbox 360,2007,Sports,Electronic Arts,650000.0,0.0,0.0,50000.0,0.7,Home,Microsoft,2005,2016,84000000.0
2813,Kill.Switch,PlayStation 2,2003,Shooter,Sony Computer Entertainment,340000.0,270000.0,0.0,90000.0,0.7,Home,Sony,2000,2013,155000000.0
2814,Lalaloopsy,Nintendo DS,2011,Simulation,Activision,540000.0,100000.0,0.0,60000.0,0.7,Handheld,Nintendo,2004,2013,154020000.0
2815,Madden NFL 2005,GameCube,2004,Sports,Electronic Arts,540000.0,140000.0,0.0,20000.0,0.7,Home,Nintendo,2001,2007,21740000.0
2816,F-14 Tomcat,Game Boy Advance,2001,Action,Majesco Entertainment,500000.0,190000.0,0.0,10000.0,0.7,Handheld,Nintendo,2001,2010,81510000.0
2817,SplashDown,PlayStation 2,2001,Racing,Atari,340000.0,270000.0,0.0,90000.0,0.7,Home,Sony,2000,2013,155000000.0
2818,NCAA Football 98,PlayStation,1997,Sports,Electronic Arts,390000.0,270000.0,0.0,50000.0,0.7,Home,Sony,1994,2006,102490000.0
2819,Jade Empire,Xbox,2005,Role-Playing,Microsoft Game Studios,480000.0,190000.0,0.0,30000.0,0.7,Home,Microsoft,2001,2009,24000000.0
2820,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PlayStation 3,2009,Shooter,Activision,280000.0,300000.0,0.0,120000.0,0.7,Home,Sony,2006,2017,87400000.0
2821,The Sims 3,Nintendo DS,2010,Simulation,Electronic Arts,390000.0,250000.0,0.0,60000.0,0.7,Handheld,Nintendo,2004,2013,154020000.0
2822,Skylanders: Trap Team,Wii U,2014,Action,Activision,390000.0,250000.0,0.0,60000.0,0.7,Home,Nintendo,2012,2017,13560000.0
2823,Prince of Persia: The Forgotten Sands,PlayStation 3,2010,Action,Ubisoft,190000.0,360000.0,10000.0,130000.0,0.7,Home,Sony,2006,2017,87400000.0
2824,Chocobo's Dungeon 2,PlayStation,1998,Role-Playing,SquareSoft,40000.0,30000.0,580000.0,50000.0,0.7,Home,Sony,1994,2006,102490000.0
2825,Advance Wars,Game Boy Advance,2001,Strategy,Nintendo,500000.0,190000.0,0.0,10000.0,0.7,Handheld,Nintendo,2001,2010,81510000.0
2826,Hannah Montana: The Movie,Nintendo DS,2009,Adventure,Disney Interactive Studios,380000.0,250000.0,0.0,70000.0,0.7,Handheld,Nintendo,2004,2013,154020000.0
2827,World of Zoo,Nintendo DS,2009,Simulation,THQ,430000.0,200000.0,0.0,60000.0,0.7,Handheld,Nintendo,2004,2013,154020000.0
2828,Ape Escape: On the Loose,PlayStation Portable,2005,Platform,Sony Computer Entertainment,520000.0,10000.0,120000.0,50000.0,0.7,Handheld,Sony,2004,2014,82000000.0
2829,NASCAR 2001,PlayStation 2,2000,Racing,Electronic Arts,340000.0,270000.0,0.0,90000.0,0.7,Home,Sony,2000,2013,155000000.0
2830,IL-2 Sturmovik: Birds of Prey,PlayStation 3,2009,Simulation,505 Games,340000.0,260000.0,0.0,100000.0,0.7,Home,Sony,2006,2017,87400000.0
2831,Book of Spells,PlayStation 3,2012,Action,Sony Computer Entertainment,130000.0,400000.0,0.0,160000.0,0.7,Home,Sony,2006,2017,87400000.0
2832,NCAA Football 2001,PlayStation,2000,Sports,Electronic Arts,390000.0,260000.0,0.0,50000.0,0.7,Home,Sony,1994,2006,102490000.0
2833,Mafia,PlayStation 2,2004,Action,Illusion Softworks,340000.0,270000.0,0.0,90000.0,0.7,Home,Sony,2000,2013,155000000.0
2834,Mobile Suit Gundam: Journey to Jaburo,PlayStation 2,2000,Simulation,Namco Bandai Games,160000.0,130000.0,360000.0,40000.0,0.7,Home,Sony,2000,2013,155000000.0
2835,Metal Gear Solid V: The Phantom Pain,PlayStation 3,2015,Action,Konami Digital Entertainment,210000.0,180000.0,220000.0,80000.0,0.7,Home,Sony,2006,2017,87400000.0
2836,TimeSplitters 2,PlayStation 2,2002,Shooter,Eidos Interactive,340000.0,270000.0,0.0,90000.0,0.7,Home,Sony,2000,2013,155000000.0
2837,MotionSports,Xbox 360,2010,Sports,Ubisoft,380000.0,260000.0,0.0,60000.0,0.7,Home,Microsoft,2005,2016,84000000.0
2838,MLB 08: The Show,PlayStation 3,2008,Sports,Sony Computer Entertainment,640000.0,0.0,0.0,50000.0,0.7,Home,Sony,2006,2017,87400000.0
2839,Classic NES Series: Zelda II: The Adventure of Link,Game Boy Advance,2004,Adventure,Nintendo,370000.0,140000.0,170000.0,10000.0,0.7,Handheld,Nintendo,2001,2010,81510000.0
2840,Fire Emblem: Monsh? no Nazo,SNES/Super Famicom,1994,Role-Playing,Nintendo,0.0,0.0,700000.0,0.0,0.7,Home,Nintendo,1990,2003,49100000.0
2841,Disney's Chicken Little,Game Boy Advance,2005,Platform,Disney Interactive Studios,500000.0,180000.0,0.0,10000.0,0.7,Handheld,Nintendo,2001,2010,81510000.0
2842,King Kong,Atari 2600,1981,Action,Tigervision,650000.0,40000.0,0.0,10000.0,0.69,Home,Atari,1977,1992,30000000.0
2843,WWE 2K15,Xbox 360,2014,Sports,Take-Two Interactive,380000.0,260000.0,0.0,60000.0,0.69,Home,Microsoft,2005,2016,84000000.0
2844,The LEGO Movie Videogame,Nintendo 3DS,2014,Action,Warner Bros. Interactive Entertainment,280000.0,310000.0,50000.0,50000.0,0.69,Handheld,Nintendo,2011,2020,75940000.0
2845,X-Men Origins: Wolverine - Uncaged Edition,Xbox 360,2009,Action,Activision,420000.0,210000.0,0.0,60000.0,0.69,Home,Microsoft,2005,2016,84000000.0
2846,Metal Gear Solid: Portable Ops Plus,PlayStation Portable,2007,Action,Konami Digital Entertainment,260000.0,10000.0,260000.0,170000.0,0.69,Handheld,Sony,2004,2014,82000000.0
2847,Disney Tangled,Wii,2010,Action,Disney Interactive Studios,470000.0,170000.0,0.0,50000.0,0.69,Home,Nintendo,2006,2013,101630000.0
2848,Shrek the Third,Xbox 360,2007,Action,Activision,540000.0,100000.0,0.0,60000.0,0.69,Home,Microsoft,2005,2016,84000000.0
2849,Test Drive Unlimited 2,Xbox 360,0,Racing,Atari,300000.0,320000.0,0.0,70000.0,0.69,Home,Microsoft,2005,2016,84000000.0
2850,Moto Racer 2,PlayStation,1997,Racing,Electronic Arts,390000.0,260000.0,0.0,50000.0,0.69,Home,Sony,1994,2006,102490000.0
2851,Halo 2 Multiplayer Map Pack,Xbox,2005,Shooter,Microsoft Game Studios,540000.0,130000.0,0.0,20000.0,0.69,Home,Microsoft,2001,2009,24000000.0
2852,Minecraft: Story Mode,PlayStation 3,2015,Adventure,Mojang,250000.0,330000.0,0.0,110000.0,0.69,Home,Sony,2006,2017,87400000.0
2853,Mortal Kombat: Shaolin Monks,PlayStation 2,2005,Action,Midway Games,580000.0,20000.0,0.0,90000.0,0.69,Home,Sony,2000,2013,155000000.0
2854,MX vs. ATV Unleashed: On the Edge,PlayStation Portable,2006,Racing,THQ,640000.0,0.0,0.0,50000.0,0.69,Handheld,Sony,2004,2014,82000000.0
2855,Skylanders: Trap Team,PlayStation 3,2014,Action,Activision,240000.0,330000.0,0.0,120000.0,0.69,Home,Sony,2006,2017,87400000.0
2856,Mario Pinball Land,Game Boy Advance,2004,Misc,Nintendo,500000.0,180000.0,0.0,10000.0,0.69,Handheld,Nintendo,2001,2010,81510000.0
2857,Mappy,NES/Famicom,1984,Platform,Namco Bandai Games,0.0,0.0,690000.0,0.0,0.69,Home,Nintendo,1983,2003,61910000.0
2858,J-League Soccer: Prime Goal,SNES/Super Famicom,1993,Sports,Namco Bandai Games,0.0,0.0,690000.0,0.0,0.69,Home,Nintendo,1990,2003,49100000.0
2859,Dragon Ball Z: Budokai,GameCube,2003,Fighting,Atari,530000.0,140000.0,0.0,20000.0,0.69,Home,Nintendo,2001,2007,21740000.0
2860,NFL Xtreme,PlayStation,1998,Sports,Sony Computer Entertainment,380000.0,260000.0,0.0,50000.0,0.69,Home,Sony,1994,2006,102490000.0
2861,The Sly Collection,PlayStation 3,2010,Platform,Sony Computer Entertainment,520000.0,90000.0,10000.0,70000.0,0.69,Home,Sony,2006,2017,87400000.0
2862,One Piece: Pirate Warriors 2,PlayStation 3,2013,Action,Namco Bandai Games,0.0,200000.0,420000.0,70000.0,0.69,Home,Sony,2006,2017,87400000.0
2863,Harry Potter and the Chamber of Secrets,GameCube,2002,Action,Electronic Arts,530000.0,140000.0,0.0,20000.0,0.69,Home,Nintendo,2001,2007,21740000.0
2864,Need for Speed: Shift 2 Unleashed,PlayStation 3,2011,Racing,Electronic Arts,200000.0,360000.0,0.0,130000.0,0.69,Home,Sony,2006,2017,87400000.0
2865,The Lord of the Rings: The Return of the King,GameCube,2003,Action,Electronic Arts,530000.0,140000.0,0.0,20000.0,0.69,Home,Nintendo,2001,2007,21740000.0
2866,Nintendo Presents: New Style Boutique 2 - Fashion Forward,Nintendo 3DS,2015,Misc,Nintendo,10000.0,610000.0,20000.0,40000.0,0.69,Handheld,Nintendo,2011,2020,75940000.0
2867,MX vs. ATV Untamed,Xbox 360,2007,Racing,THQ,550000.0,80000.0,0.0,60000.0,0.69,Home,Microsoft,2005,2016,84000000.0
2868,The Last Remnant,Xbox 360,2008,Role-Playing,Square Enix,250000.0,200000.0,180000.0,60000.0,0.69,Home,Microsoft,2005,2016,84000000.0
2869,Frozen: Olaf's Quest,Nintendo DS,2013,Platform,Disney Interactive Studios,280000.0,350000.0,0.0,60000.0,0.69,Handheld,Nintendo,2004,2013,154020000.0
